WELL ID,WELL NAME,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,CHEMICAL,QUALIFIER,RESULT,UNITS,DATE,DATASET_CAT,DATASET,COUNTY,RB,GW_BASIN_NAME,ASSEMBLY,SENATE
SCRC-U10,SCRC-U10,35,-120.512,NO3N,,73.3,MG/L,8/5/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SANTA MARIA (3-12),35,17
MSMB-30,MSMB-30,36.69,-121.647,NO3N,,3.87,MG/L,8/8/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
SB-13,SB-13,34.419,-119.627,NO3N,,6.11,MG/L,2/7/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,MONTECITO (3-49),37,19
MSMB-22,MSMB-22,36.905,-121.691,NO3N,<,0.06,MG/L,9/19/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,PAJARO VALLEY (3-2),29,17
S-MS-P07,S-MS-P07,36.862,-121.795,NO3N,,64.3,MG/L,3/5/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,PAJARO VALLEY (3-2),29,17
HR-SC-18,HR-SC-18,37.039,-122.042,NO3N,<,0.02,MG/L,4/21/2011,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,NO BASIN FOUND,29,17
S-MS-SC09,S-MS-SC09,37.018,-121.936,NO3N,,0.4,MG/L,3/18/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,SANTA CRUZ PURISIMA FORMATION (3-21),29,17
SCRC-U15,SCRC-U15,34.791,-120.619,NO3N,,1.98,MG/L,7/22/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SAN ANTONIO CREEK VALLEY (3-14),35,19
S-MS-SV26,S-MS-SV26,36.124,-121.011,NO3N,<,0.4,MG/L,3/14/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - UPPER VALLEY AQUIFER (3-4.05),30,12
GIL-01,GIL-01,37.126,-121.626,NO3N,,4.11,MG/L,8/11/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
S-MS-SC04,S-MS-SC04,37.103,-121.979,NO3N,,0.141,MG/L,1/8/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,SANTA CRUZ PURISIMA FORMATION (3-21),29,17
GIL-05,GIL-05,36.842,-121.531,NO3N,,2.21,MG/L,8/13/2008,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,GILROY-HOLLISTER VALLEY - SAN JUAN BAUTISTA AREA (3-3.04),30,12
SBU-05,SBU-05,34.426,-119.691,NO3N,,7.75,MG/L,1/25/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA BARBARA (3-17),37,19
S-MS-SV11,S-MS-SV11,36.319,-121.309,NO3N,,0.208,MG/L,11/6/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - FOREBAY AQUIFER (3-4.04),30,17
SCRC-U08,SCRC-U08,34.994,-120.491,NO3N,,3.18,MG/L,7/31/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA MARIA (3-12),35,19
S-MS-SV02,S-MS-SV02,35.688,-120.694,NO3N,,1.3,MG/L,3/20/2013,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),35,17
MSMB-29,MSMB-29,36.651,-121.656,NO3N,,4.67,MG/L,8/30/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - 180/400 FOOT AQUIFER (3-4.01),30,12
GIL-16,GIL-16,36.879,-121.401,NO3N,,0.672,MG/L,8/21/2008,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,GILROY-HOLLISTER VALLEY - HOLLISTER AREA (3-3.03),30,12
S-MS-SC13,S-MS-SC13,37.034,-121.859,NO3N,,0.677,MG/L,3/6/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,SANTA CRUZ PURISIMA FORMATION (3-21),29,17
SCRC-H04,SCRC-H04,34.661,-120.139,NO3N,,0.061,MG/L,6/3/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA YNEZ RIVER VALLEY (3-15),37,19
SBU-03,SBU-03,34.412,-119.698,NO3N,<,0.02,MG/L,1/24/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA BARBARA (3-17),37,19
GIL-03,GIL-03,36.873,-121.43,NO3N,,22,MG/L,8/13/2008,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,GILROY-HOLLISTER VALLEY - BOLSA AREA (3-3.02),30,12
SB-11,SB-11,34.425,-119.631,NO3N,,1.86,MG/L,2/9/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,MONTECITO (3-49),37,19
S-MS-SC06,S-MS-SC06,37.05,-121.967,NO3N,,0.132,MG/L,2/12/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,SANTA CRUZ PURISIMA FORMATION (3-21),29,17
CUY-01,CUY-01,34.985,-119.755,NO3N,,2.51,MG/L,9/15/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CUYAMA VALLEY (3-13),35,19
S-MS-SC11,S-MS-SC11,37.056,-121.96,NO3N,,0.327,MG/L,12/10/2012,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,SANTA CRUZ PURISIMA FORMATION (3-21),29,17
S-MS-H05,S-MS-H05,35.713,-120.849,NO3N,<,0.037,MG/L,1/16/2013,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,NO BASIN FOUND,35,17
S-MS-SV32,S-MS-SV32,36.551,-121.464,NO3N,,15.6,MG/L,4/25/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
MSMB-31,MSMB-31,36.73,-121.628,NO3N,,7.06,MG/L,8/21/2008,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
SB-04,SB-04,34.428,-119.795,NO3N,,0.403,MG/L,1/31/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,GOLETA (3-16),37,19
MSMB-44,MSMB-44,36.532,-121.462,NO3N,,37.8,MG/L,9/22/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - 180/400 FOOT AQUIFER (3-4.01),30,12
MSMBFP-03,MSMBFP-03,36.682,-121.634,NO3N,,9.34,MG/L,8/9/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
CUY-11,CUY-11,34.687,-119.332,NO3N,,0.667,MG/L,9/25/2008,WATER SUPPLY (WELLS),USGS,VENTURA,3,CUYAMA VALLEY (3-13),37,19
SB-10,SB-10,34.427,-119.649,NO3N,,7.39,MG/L,2/8/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,MONTECITO (3-49),37,19
GIL-09,GIL-09,37.061,-121.579,NO3N,,4.18,MG/L,8/18/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
MSMB-04,MSMB-04,36.88,-121.817,NO3N,<,0.04,MG/L,8/20/2008,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,PAJARO VALLEY (3-2),29,17
SB-15,SB-15,34.411,-119.522,NO3N,,1.8,MG/L,2/2/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CARPINTERIA (3-18),37,19
S-MS-SV14,S-MS-SV14,35.845,-120.741,NO3N,,0.61,MG/L,3/13/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),30,17
SB-17,SB-17,34.389,-119.465,NO3N,,4.33,MG/L,2/16/2011,WATER SUPPLY (WELLS),USGS,VENTURA,3,CARPINTERIA (3-18),37,19
S-MS-H09,S-MS-H09,36.144,-121.205,NO3N,,0.044,MG/L,11/29/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,NO BASIN FOUND,30,17
SCRC-U09,SCRC-U09,34.992,-120.513,NO3N,,67.8,MG/L,8/4/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SANTA MARIA (3-12),35,17
SCRC-B21,SCRC-B21,34.668,-120.537,NO3N,<,0.04,MG/L,6/25/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA YNEZ RIVER VALLEY (3-15),35,19
GILU-01,GILU-01,37.122,-121.634,NO3N,,6.65,MG/L,8/11/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
SCRC-SW1,SCRC-SW1,34.997,-120.579,NO3N,,69.9,MG/L,8/6/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SANTA MARIA (3-12),35,17
SCRC-U06,SCRC-U06,35.028,-120.551,NO3N,,2.23,MG/L,7/24/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SANTA MARIA (3-12),35,17
SCRC-B26,SCRC-B26,34.679,-120.562,NO3N,<,0.039,MG/L,7/10/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA YNEZ RIVER VALLEY (3-15),35,19
HR-SC-16,HR-SC-16,37.13,-122.155,NO3N,,0.08,MG/L,4/20/2011,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,NO BASIN FOUND,29,17
S-MS-P08,S-MS-P08,36.827,-121.724,NO3N,,1.19,MG/L,3/5/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,PAJARO VALLEY (3-2),29,17
SCRC-H06,SCRC-H06,34.816,-120.45,NO3N,=,2.65,MG/L,6/9/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SAN ANTONIO CREEK VALLEY (3-14),35,19
HR-SC-24,HR-SC-24,36.898,-121.594,NO3N,,2.61,MG/L,5/4/2011,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,NO BASIN FOUND,30,12
S-MS-P15,S-MS-P15,36.831,-121.644,NO3N,,1.11,MG/L,2/7/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,PAJARO VALLEY (3-2),29,17
S-MS-SV22-T1,S-MS-SV22-T1,36.555,-121.469,NO3N,,65.6,MG/L,10/31/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
SCRC-H01,SCRC-H01,35.136,-120.606,NO3N,<,0.04,MG/L,5/19/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,NO BASIN FOUND,35,17
CUY-05,CUY-05,34.951,-119.669,NO3N,=,1.1,MG/L,9/17/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CUYAMA VALLEY (3-13),35,19
S-MS-H18,S-MS-H18,36.163,-121.014,NO3N,,8.64,MG/L,1/30/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - UPPER VALLEY AQUIFER (3-4.05),30,12
HR-SC-17,HR-SC-17,37.097,-122.065,NO3N,,0.043,MG/L,4/20/2011,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,NO BASIN FOUND,29,17
S-MS-H10,S-MS-H10,35.897,-120.924,NO3N,<,0.04,MG/L,11/28/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),30,17
GIL-07,GIL-07,36.966,-121.559,NO3N,,5.94,MG/L,8/14/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
MSMB-33,MSMB-33,36.797,-121.621,NO3N,=,1.51,MG/L,9/13/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - LANGLEY AREA (3-4.09),29,17
S-MS-SV27,S-MS-SV27,36.005,-120.91,NO3N,,0.272,MG/L,2/26/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - UPPER VALLEY AQUIFER (3-4.05),30,17
MSMB-16,MSMB-16,36.663,-121.745,NO3N,,4.65,MG/L,8/19/2008,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - SEASIDE AREA (3-4.08),29,12
S-MS-H30,S-MS-H30,36.487,-121.231,NO3N,,0.13,MG/L,2/25/2013,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,NO BASIN FOUND,30,12
MSMB-37,MSMB-37,36.681,-121.611,NO3N,,1.64,MG/L,9/1/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - EAST SIDE AQUIFER (3-4.02),30,12
S-MS-H11,S-MS-H11,35.717,-120.708,NO3N,<,0.04,MG/L,11/28/2012,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),35,17
HR-SC-22,HR-SC-22,37.037,-121.744,NO3N,<,0.02,MG/L,5/3/2011,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,NO BASIN FOUND,29,17
S-MS-SC01,S-MS-SC01,36.949,-122.076,NO3N,<,0.04,MG/L,1/10/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,WEST SANTA CRUZ TERRACE (3-26),29,17
MSSC-06,MSSC-06,36.953,-121.966,NO3N,<,0.06,MG/L,8/24/2005,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,WEST SANTA CRUZ TERRACE (3-26),29,17
CUY-03,CUY-03,34.848,-119.475,NO3N,,4.6,MG/L,9/16/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CUYAMA VALLEY (3-13),37,19
CUY-04,CUY-04,34.942,-119.604,NO3N,,10.3,MG/L,9/17/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CUYAMA VALLEY (3-13),35,19
S-MS-SV34,S-MS-SV34,36.838,-121.653,NO3N,,0.284,MG/L,11/7/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,NO BASIN FOUND,29,17
SCRC-B29,SCRC-B29,35.031,-120.482,NO3N,<,0.04,MG/L,7/15/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SANTA MARIA (3-12),35,17
S-MS-SV29,S-MS-SV29,36.194,-121.06,NO3N,,30.3,MG/L,11/8/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - UPPER VALLEY AQUIFER (3-4.05),30,12
MSMB-35,MSMB-35,36.906,-121.679,NO3N,<,0.06,MG/L,9/20/2005,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,PAJARO VALLEY (3-2),30,17
GILU-05,GILU-05,37.016,-121.555,NO3N,,2.17,MG/L,10/27/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
SCRC-H14,SCRC-H14,35.205,-120.633,NO3N,,0.118,MG/L,7/29/2008,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SAN LUIS OBISPO VALLEY (3-9),35,17
SBU-04,SBU-04,34.427,-119.699,NO3N,,0.184,MG/L,1/25/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA BARBARA (3-17),37,19
SB-05,SB-05,34.447,-119.774,NO3N,,4.09,MG/L,2/14/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,FOOTHILL (3-53),37,19
S-MS-P03,S-MS-P03,36.983,-121.908,NO3N,<,0.038,MG/L,1/7/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,PAJARO VALLEY (3-2),29,17
SB-09,SB-09,34.452,-119.666,NO3N,,3.38,MG/L,2/8/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,MONTECITO (3-49),37,19
SB-07,SB-07,34.445,-119.764,NO3N,,4.29,MG/L,1/26/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,FOOTHILL (3-53),37,19
SCRC-H02,SCRC-H02,34.744,-120.072,NO3N,,0.056,MG/L,6/2/2008,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,SANTA YNEZ RIVER VALLEY (3-15),37,19
MSMB-18,MSMB-18,36.77,-121.726,NO3N,,0.671,MG/L,8/11/2005,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - 180/400 FOOT AQUIFER (3-4.01),29,17
S-MS-SV30,S-MS-SV30,36.333,-121.229,NO3N,,70.9,MG/L,3/19/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - FOREBAY AQUIFER (3-4.04),30,12
SB-16,SB-16,34.396,-119.509,NO3N,,7.1,MG/L,2/3/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CARPINTERIA (3-18),37,19
S-MS-H12,S-MS-H12,35.548,-120.527,NO3N,,5.32,MG/L,12/12/2012,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),35,17
S-MS-H23,S-MS-H23,35.786,-120.534,NO3N,,8.02,MG/L,1/15/2013,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - PASO ROBLES AREA (3-4.06),30,17
HR-SC-15,HR-SC-15,37.026,-122.093,NO3N,<,0.02,MG/L,4/19/2011,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,NO BASIN FOUND,29,17
SB-18,SB-18,34.39,-119.462,NO3N,,3.22,MG/L,2/10/2011,WATER SUPPLY (WELLS),USGS,SANTA BARBARA,3,CARPINTERIA (3-18),37,19
S-MS-SV18,S-MS-SV18,36.466,-121.469,NO3N,,12.1,MG/L,12/13/2012,WATER SUPPLY (WELLS),USGS,MONTEREY,3,SALINAS VALLEY - FOREBAY AQUIFER (3-4.04),30,12
GILU-02,GILU-02,37.003,-121.554,NO3N,,4.19,MG/L,8/12/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
S-MS-P11,S-MS-P11,36.965,-121.742,NO3N,,0.077,MG/L,2/6/2013,WATER SUPPLY (WELLS),USGS,SANTA CRUZ,3,PAJARO VALLEY (3-2),30,17
GIL-04,GIL-04,36.87,-121.38,NO3N,=,0.26,MG/L,8/13/2008,WATER SUPPLY (WELLS),USGS,SAN BENITO,3,GILROY-HOLLISTER VALLEY - HOLLISTER AREA (3-3.03),30,12
GILU-03,GILU-03,37.028,-121.556,NO3N,,5.97,MG/L,10/27/2008,WATER SUPPLY (WELLS),USGS,SANTA CLARA,3,GILROY-HOLLISTER VALLEY - LLAGAS AREA (3-3.01),30,17
S-MS-H02,S-MS-H02,35.479,-120.571,NO3N,<,0.038,MG/L,1/17/2013,WATER SUPPLY (WELLS),USGS,SAN LUIS OBISPO,3,NO BASIN FOUND,35,17
